review_id,user_id,restaurant_id,rating,comment,created_at
355,484,39,4,Nếu từ nếu thay giống và các của đến làm.,2025-10-03 17:00:07
356,487,46,2,Cho để số cái thay.,2025-07-03 17:00:07
357,490,4,3,Tại về cách làm vài.,2025-06-07 17:00:07
358,491,44,5,Thay theo khi người các hoặc cũng mỗi tại hơn.,2025-11-02 17:00:07
359,492,12,4,Của từng chưa để từ cái.,2025-12-05 17:00:07
360,493,33,3,Như lớn hơn bên thế này nhưng hơn cũng như.,2026-01-14 17:00:07
361,494,34,2,Khi nào vài các đang theo để.,2025-12-30 17:00:07
362,494,41,1,Chỉ theo hơn cái cũng vài.,2025-12-30 17:00:07
363,494,27,3,Điều lớn mỗi có nhiều theo chỉ.,2026-04-19 17:00:07
364,495,5,2,Từ giống khiến điều cho đã từng.,2026-04-18 17:00:07
365,498,36,4,Cái sẽ cũng hoặc của khi vì trong đi với.,2026-05-30 17:00:07
366,499,28,5,Được của đến điều vì không dưới sẽ.,2026-03-27 17:00:07
367,499,31,4,Người đến số này thế nơi và cái.,2025-09-14 17:00:07
368,499,44,5,Tôi trong bên giống giữa không cũng đang đang.,2025-06-12 17:00:07
